# This file is derived from: https://green.adam.ne.jp/roomazi/namae.html

# family names
あい,Ai
てるお,Teruo
てるか,Teruka
てるかず,Terukazu
てるき,Teruki
てるこ,Teruko
てるし,Terusi
てるじ,Teruzi
てるしげ,Terusige
てるぞう,Teruzô
てるたけ,Terutake
てるちか,Terutika
てるつぐ,Terutugu
てると,Teruto
てるとし,Terutosi
てるとら,Terutora
てるな,Teruna
てるなお,Terunao
てるのぶ,Terunobu
てるのり,Terunori
てるは,Teruha
てるひ,Teruhi
てるひこ,Teruhiko
てるひさ,Teruhisa
てるひと,Teruhito
てるふさ,Teruhusa
てるふみ,Teruhumi
てるま,Teruma
てるまさ,Terumasa
てるみ,Terumi
てるみち,Terumiti
てるみつ,Terumitu
てるや,Teruya
てるやす,Teruyasu
てるゆき,Teruyuki
てるよ,Teruyo
てるよし,Teruyosi
てれさ,Teresa
てん,Ten
てんか,Tenka
てんくう,Tenkû
てんこ,Tenko
てんこう,Tenkô
てんしょう,Tensyô
てんしろう,Tensirô
でんしろう,Densirô
でんじろう,Denzirô
てんしん,Tensin
てんすけ,Tensuke
てんせい,Tensei
でんぞう,Denzô
てんた,Tenta
てんたろう,Tentarô
てんち,Tenti
てんと,Tento
てんま,Tenma
てんまる,Tenmaru
てんむ,Tenmu
てんめい,Tenmei
てんゆう,Ten'yû
てんり,Tenri
てんりゅう,Tenryû
とあ,Toa
とうい,Tôi
とういちろう,Tôitirô
とうか,Tôka
とうかく,Tôkaku
とうき,Tôki
とうきちろう,Tôkitirô
とうくろう,Tôkurô
とうこ,Tôko
とうご,Tôgo
とうごろう,Tôgorô
とうじ,Tôzi
とうしちろう,Tôsitirô
とうじゅうろう,Tôzyûrô
とうしろう,Tôsirô
とうじろう,Tôzirô
とうしん,Tôsin
とうすけ,Tôsuke
とうそん,Tôson
とうた,Tôta
とうたろう,Tôtarô
とうま,Tôma
どうま,Dôma
どうまる,Dômaru
どうむ,Dômu
とうもん,Tômon
とうや,Tôya
とうわ,Tôwa
とおこ,Tôko
とおま,Tôma
とおる,Tôru
とき,Toki
ときえ,Tokie
ときお,Tokio
ときこ,Tokiko
ときじ,Tokizi
ときぞう,Tokizô
ときつぐ,Tokitugu
ときなが,Tokinaga
ときなつ,Tokinatu
ときなり,Tokinari
ときのしん,Tokinosin
ときは,Tokiha
ときはる,Tokiharu
ときひさ,Tokihisa
ときひと,Tokihito
ときひろ,Tokihiro
ときほ,Tokiho
ときみち,Tokimiti
ときみつ,Tokimitu
ときもり,Tokimori
ときや,Tokiya
ときやす,Tokiyasu
ときゆき,Tokiyuki
ときろう,Tokirô
とくいちろう,Tokuitirô
とくお,Tokuo
とくじ,Tokuzi
とくじろう,Tokuzirô
とくぞう,Tokuzô
とくたろう,Tokutarô
とくつね,Tokutune
とくなり,Tokunari
とくのしん,Tokunosin
とくみち,Tokumiti
とくよし,Tokuyosi
とくろう,Tokurô
としあき,Tosiaki
としいえ,Tosiie
としえ,Tosie
としお,Tosio
としかず,Tosikazu
としかつ,Tosikatu
としかね,Tosikane
としき,Tosiki
としくに,Tosikuni
としこ,Tosiko
とししげ,Tosisige
としぞう,Tosizô
としたか,Tositaka
としただ,Tositada
としたつ,Tositatu
としちか,Tositika
としつぐ,Tositugu
としつな,Tosituna
としつね,Tositune
としなお,Tosinao
としなり,Tosinari
としなる,Tosinaru
としのぶ,Tosinobu
としのり,Tosinori
としはる,Tosiharu
としひこ,Tosihiko
としひさ,Tosihisa
としひで,Tosihide
としひと,Tosihito
としひろ,Tosihiro
としふみ,Tosihumi
としまさ,Tosimasa
としまる,Tosimaru
としみ,Tosimi
としみち,Tosimiti
としみつ,Tosimitu
としみね,Tosimine
としむね,Tosimune
としもり,Tosimori
としや,Tosiya
としやす,Tosiyasu
としゆき,Tosiyuki
としよ,Tosiyo
としろう,Tosirô
とみ,Tomi
とみいち,Tomiiti
とみお,Tomio
とみかず,Tomikazu
とみきち,Tomikiti
とみこ,Tomiko
とみじ,Tomizi
とみじろう,Tomizirô
とみぞう,Tomizô
とみのぶ,Tominobu
とみひこ,Tomihiko
とみひさ,Tomihisa
とみひで,Tomihide
とみひと,Tomihito
とみひろ,Tomihiro
とみよ,Tomiyo
とむ,Tomu
とめきち,Tomekiti
とめさぶろう,Tomesaburô
とも,Tomo
ともあ,Tomoa
ともあき,Tomoaki
ともあつ,Tomoatu
ともいち,Tomoiti
ともえ,Tomoe
ともお,Tomoo
ともおき,Tomooki
ともおみ,Tomoomi
ともか,Tomoka
ともかず,Tomokazu
ともかぜ,Tomokaze
ともかつ,Tomokatu
ともかね,Tomokane
ともき,Tomoki
ともきち,Tomokiti
ともくに,Tomokuni
ともこ,Tomoko
ともし,Tomosi
ともじ,Tomozi
ともぞう,Tomozô
ともたか,Tomotaka
ともたけ,Tomotake
ともたつ,Tomotatu
ともたろう,Tomotarô
ともつぐ,Tomotugu
ともつな,Tomotuna
ともつね,Tomotune
ともてつ,Tomotetu
ともてる,Tomoteru
ともな,Tomona
ともなお,Tomonao
ともなり,Tomonari
ともね,Tomone
とものぶ,Tomonobu
とものり,Tomonori
ともは,Tomoha
ともはる,Tomoharu
ともひこ,Tomohiko
ともひさ,Tomohisa
ともひで,Tomohide
ともひと,Tomohito
ともひろ,Tomohiro
ともふみ,Tomohumi
ともまさ,Tomomasa
ともみ,Tomomi
ともみち,Tomomiti
ともや,Tomoya
ともやす,Tomoyasu
ともゆき,Tomoyuki
ともよ,Tomoyo
ともよし,Tomoyosi
ともろう,Tomorô
とよあき,Toyoaki
とよいち,Toyoiti
とよお,Toyoo
とよかず,Toyokazu
とよこ,Toyoko
とよじ,Toyozi
とよじろう,Toyozirô
とよすけ,Toyosuke
とよぞう,Toyozô
とよたか,Toyotaka
とよたろう,Toyotarô
とよつぐ,Toyotugu
とよなり,Toyonari
とよのり,Toyonori
とよひこ,Toyohiko
とよひで,Toyohide
とよひろ,Toyohiro
とよふさ,Toyohusa
とよふみ,Toyohumi
とよみつ,Toyomitu
とよゆき,Toyoyuki
とら,Tora
とらお,Torao
とらきち,Torakiti
とらきよ,Torakiyo
とらじ,Torazi
とらじろう,Torazirô
とらぞう,Torazô
とらたろう,Toratarô
とらちか,Toratika
とらつぐ,Toratugu
とらのしん,Toranosin
とらのすけ,Toranosuke
とらのぶ,Toranobu
とらひこ,Torahiko
とらまさ,Toramasa
とらまつ,Toramatu
とらまる,Toramaru
とらみつ,Toramitu
とらゆき,Torayuki
どれみ,Doremi
とわ,Towa
とわこ,Towako
ないと,Naito
なうしか,Nausika
なえ,Nae
なお,Nao
なおあき,Naoaki
なおいち,Naoiti
なおうみ,Naoumi
なおか,Naoka
なおかげ,Naokage
なおかず,Naokazu
なおかつ,Naokatu
なおき,Naoki
なおこ,Naoko
なおさと,Naosato
なおし,Naosi
なおじ,Naozi
なおしげ,Naosige
なおしろう,Naosirô
なおじろう,Naozirô
なおすけ,Naosuke
なおぞう,Naozô
なおた,Naota
なおたか,Naotaka
なおたけ,Naotake
なおたろう,Naotarô
なおちか,Naotika
なおつぐ,Naotugu
なおと,Naoto
なおとし,Naotosi
なおとら,Naotora
なおなり,Naonari
なおのすけ,Naonosuke
なおのぶ,Naonobu
なおはる,Naoharu
なおひこ,Naohiko
なおひさ,Naohisa
なおひで,Naohide
なおひと,Naohito
なおひろ,Naohiro
なおふさ,Naohusa
なおふみ,Naohumi
なおぶみ,Naobumi
なおみ,Naomi
なおみち,Naomiti
なおみつ,Naomitu
なおや,Naoya
なおやす,Naoyasu
なおゆき,Naoyuki
なおよし,Naoyosi
なかこ,Nakako
ながこ,Nagako
ながしげ,Nagasige
ながのり,Naganori
ながひこ,Nagahiko
ながふさ,Nagahusa
ながまさ,Nagamasa
ながみつ,Nagamitu
ながゆき,Nagayuki
なぎ,Nagi
なぎさ,Nagisa
なぎたろう,Nagitarô
なぎと,Nagito
なぎは,Nagiha
なこ,Nako
なごみ,Nagomi
なごむ,Nagomu
なずか,Nazuka
なずき,Nazuki
なずな,Nazuna
なずみ,Nazumi
なたね,Natane
なたり,Natari
なち,Nati
なちか,Natika
なちこ,Natiko
なつ,Natu
なつうみ,Natuumi
なつえ,Natue
なつお,Natuo
なつか,Natuka
なつき,Natuki
なづき,Nazuki
なつきち,Natukiti
なつこ,Natuko
なつぞら,Natuzora
なつたろう,Natutarô
なつと,Natuto
なつな,Natuna
なづな,Nazuna
なつね,Natune
なつの,Natuno
なつは,Natuha
なつひ,Natuhi
なつひさ,Natuhisa
なつひと,Natuhito
なつふさ,Natuhusa
なつほ,Natuho
なつみ,Natumi
なつめ,Natume
なつや,Natuya
なつゆ,Natuyu
なつゆき,Natuyuki
なつよ,Natuyo
なつる,Naturu
なでしこ,Nadesiko
なな,Nana
ななえ,Nanae
ななお,Nanao
ななか,Nanaka
ななくさ,Nanakusa
ななこ,Nanako
ななせ,Nanase
ななと,Nanato
ななは,Nanaha
ななほ,Nanaho
ななまる,Nanamaru
ななみ,Nanami
ななり,Nanari
なの,Nano
なのか,Nanoka
なのこ,Nanoko
なのは,Nanoha
なのはな,Nanohana
なのん,Nanon
なほ,Naho
なほこ,Nahoko
なほみ,Nahomi
なみ,Nami
なみえ,Namie
なみか,Namika
なみこ,Namiko
なみへい,Namihei
なみほ,Namiho
なゆ,Nayu
なゆた,Nayuta
なゆみ,Nayumi
なりあき,Nariaki
なりか,Narika
なりきよ,Narikiyo
なりこ,Nariko
なりつね,Naritune
なりひろ,Narihiro
なりふみ,Narihumi
なりまさ,Narimasa
なりみ,Narimi
なりみち,Narimiti
なりみつ,Narimitu
なりやす,Nariyasu
なりゆき,Nariyuki
なりよし,Nariyosi
なる,Naru
なるあき,Naruaki
なるか,Naruka
なるき,Naruki
なるこ,Naruko
なるぞう,Naruzô
なるたか,Narutaka
なるひこ,Naruhiko
なるひさ,Naruhisa
なるひと,Naruhito
なるひろ,Naruhiro
なるほ,Naruho
なるみ,Narumi
なるみち,Narumiti
なをこ,Naoko
にいな,Nîna
にか,Nika
にこ,Niko
にこか,Nikoka
にこら,Nikora
にこり,Nikori
にこる,Nikoru
にさぶろう,Nisaburô
にじか,Nizika
にじほ,Niziho
にちか,Nitika
にな,Nina
にの,Nino
にほ,Niho
にんざぶろう,Ninzaburô
ねいな,Neina
ねいろ,Neiro
ねお,Neo
ねおん,Neon
ねこまる,Nekomaru
ねね,Nene
ねねか,Neneka
ねねこ,Neneko
ねる,Neru
のあ,Noa
のい,Noi
のうすけ,Nôsuke
のうまる,Nômaru
のえ,Noe
のえか,Noeka
のえる,Noeru
のすけ,Nosuke
のぞみ,Nozomi
のぞむ,Nozomu
のどか,Nodoka
のな,Nona
のの,Nono
ののあ,Nonoa
ののか,Nonoka
ののこ,Nonoko
ののは,Nonoha
のびた,Nobita
のぶあき,Nobuaki
のぶあつ,Nobuatu
のぶえ,Nobue
のぶお,Nobuo
のぶかず,Nobukazu
のぶかつ,Nobukatu
のぶき,Nobuki
のぶきよ,Nobukiyo
のぶこ,Nobuko
のぶしげ,Nobusige
のぶたか,Nobutaka
のぶただ,Nobutada
のぶたろう,Nobutarô
のぶちか,Nobutika
のぶつぐ,Nobutugu
のぶてつ,Nobutetu
のぶてる,Nobuteru
のぶと,Nobuto
のぶとし,Nobutosi
のぶとも,Nobutomo
のぶなが,Nobunaga
のぶはる,Nobuharu
のぶひこ,Nobuhiko
のぶひさ,Nobuhisa
のぶひで,Nobuhide
のぶひと,Nobuhito
のぶひろ,Nobuhiro
のぶふさ,Nobuhusa
のぶふみ,Nobuhumi
のぶまさ,Nobumasa
のぶみち,Nobumiti
のぶみつ,Nobumitu
のぶや,Nobuya
のぶやす,Nobuyasu
のぶゆき,Nobuyuki
のぶよ,Nobuyo
のぶよし,Nobuyosi
のぶろう,Noburô
のぶを,Nobuo
のぼる,Noboru
のりあき,Noriaki
のりあつ,Noriatu
のりえ,Norie
のりお,Norio
のりか,Norika
のりかず,Norikazu
のりかつ,Norikatu
のりき,Noriki
のりこ,Noriko
のりぞう,Norizô
のりたか,Noritaka
のりただ,Noritada
のりちか,Noritika
のりつぐ,Noritugu
のりつね,Noritune
のりと,Norito
のりとし,Noritosi
のりはる,Noriharu
のりひこ,Norihiko
のりひさ,Norihisa
のりひで,Norihide
のりひと,Norihito
のりひろ,Norihiro
のりふさ,Norihusa
のりふみ,Norihumi
のりへい,Norihei
のりまさ,Norimasa
のりみち,Norimiti
のりみつ,Norimitu
のりや,Noriya
のりやす,Noriyasu
のりゆき,Noriyuki
のりよ,Noriyo
のりよし,Noriyosi
のん,Non
のんの,Nonno
はいじ,Haizi
はうる,Hauru
はぎこ,Hagiko
はく,Haku
はくと,Hakuto
はぐみ,Hagumi
はこ,Hako
はしぞう,Hasizô
はしちか,Hasitika
はじめ,Hazime
はすえ,Hasue
はずえ,Hazue
はずき,Hazuki
はすな,Hasuna
はすみ,Hasumi
はちまる,Hatimaru
はちろう,Hatirô
はつえ,Hatue
はつお,Hatuo
はつか,Hatuka
はつき,Hatuki
はづき,Hazuki
はつこ,Hatuko
はつじ,Hatuzi
はつと,Hatuto
はつとし,Hatutosi
はつな,Hatuna
はつね,Hatune
はつひ,Hatuhi
はつほ,Hatuho
はつみ,Hatumi
はつや,Hatuya
はつゆき,Hatuyuki
はつよ,Hatuyo
はな,Hana
はなえ,Hanae
はなか,Hanaka
はなこ,Hanako
ばなな,Banana
はなね,Hanane
はなの,Hanano
はなのすけ,Hananosuke
はなび,Hanabi
はなみ,Hanami
はなよ,Hanayo
ばにら,Banira
はの,Hano
はのん,Hanon
はまこ,Hamako
はやえ,Hayae
はやお,Hayao
はやた,Hayata
はやて,Hayate
はやと,Hayato
はやとし,Hayatosi
はやとも,Hayatomo
はやのり,Hayanori
はやぶさ,Hayabusa
はゆま,Hayuma
はゆら,Hayura
はる,Haru
はるあ,Harua
はるあき,Haruaki
はるうみ,Haruumi
はるえ,Harue
はるお,Haruo
はるか,Haruka
はるかぜ,Harukaze
はるき,Haruki
はるきち,Harukiti
はるく,Haruku
はるこ,Haruko
はるじ,Haruzi
はるじろう,Haruzirô
はるせ,Haruse
はるぞう,Haruzô
はるた,Haruta
はるたか,Harutaka
はるたろう,Harutarô
はるちか,Harutika
はるつぐ,Harutugu
はると,Haruto
はるとし,Harutosi
はるな,Haruna
はるなお,Harunao
はるなり,Harunari
はるね,Harune
はるの,Haruno
はるのじょう,Harunozyô
はるのしん,Harunosin
はるのすけ,Harunosuke
はるのぶ,Harunobu
はるのり,Harunori
はるはな,Haruhana
はるひ,Haruhi
はるひこ,Haruhiko
はるひさ,Haruhisa
はるひで,Haruhide
はるひと,Haruhito
はるひろ,Haruhiro
はるふみ,Haruhumi
はるほ,Haruho
はるま,Haruma
はるまさ,Harumasa
はるみ,Harumi
はるみち,Harumiti
はるみつ,Harumitu
はるや,Haruya
はるやす,Haruyasu
はるゆき,Haruyuki
はるよ,Haruyo
はるよし,Haruyosi
はるる,Haruru
ぱるる,Paruru
はれな,Harena
はんぞう,Hanzô
はんな,Hanna
ばんり,Banri
ひいな,Hîna
ひいらぎ,Hîragi
ひいろ,Hîro
ひおう,Hiô
ひおり,Hiori
ひかり,Hikari
ひかる,Hikaru
ひこさく,Hikosaku
ひこまる,Hikomaru
ひさあき,Hisaaki
ひさいち,Hisaiti
ひさえ,Hisae
ひさお,Hisao
ひさかず,Hisakazu
ひさかつ,Hisakatu
ひさき,Hisaki
ひさこ,Hisako
ひさし,Hisasi
ひさじ,Hisazi
ひさしげ,Hisasige
ひさたか,Hisataka
ひさつぐ,Hisatugu
ひさてる,Hisateru
ひさと,Hisato
ひさとし,Hisatosi
ひさとよ,Hisatoyo
ひさな,Hisana
ひさなり,Hisanari
ひさの,Hisano
ひさのぶ,Hisanobu
ひさのり,Hisanori
ひさはる,Hisaharu
ひさひこ,Hisahiko
ひさひで,Hisahide
ひさひと,Hisahito
ひさひろ,Hisahiro
ひさふみ,Hisahumi
ひさみ,Hisami
ひさみち,Hisamiti
ひさもち,Hisamoti
ひさや,Hisaya
ひさゆき,Hisayuki
ひさよ,Hisayo
ひさよし,Hisayosi
ひじり,Hiziri
ひすい,Hisui
ひだか,Hidaka
ひであき,Hideaki
ひであつ,Hideatu
ひでお,Hideo
ひでおみ,Hideomi
ひでか,Hideka
ひでかず,Hidekazu
ひでかつ,Hidekatu
ひでき,Hideki
ひできち,Hidekiti
ひできよ,Hidekiyo
ひでこ,Hideko
ひでごろう,Hidegorô
ひでさと,Hidesato
ひでし,Hidesi
ひでじ,Hidezi
ひでしげ,Hidesige
ひでじろう,Hidezirô
ひでぞう,Hidezô
ひでたか,Hidetaka
ひでたけ,Hidetake
ひでたろう,Hidetarô
ひでちか,Hidetika
ひでつぐ,Hidetugu
ひでてる,Hideteru
ひでと,Hideto
ひでとし,Hidetosi
ひでとみ,Hidetomi
ひでとも,Hidetomo
びでとも,Bidetomo
ひでとよ,Hidetoyo
ひでとら,Hidetora
ひでなが,Hidenaga
ひでなり,Hidenari
ひでなる,Hidenaru
ひでのぶ,Hidenobu
ひでのり,Hidenori
ひではる,Hideharu
ひでひこ,Hidehiko
ひでひさ,Hidehisa
ひでひと,Hidehito
ひでひろ,Hidehiro
ひでふさ,Hidehusa
ひでふみ,Hidehumi
ひでまさ,Hidemasa
ひでまろ,Hidemaro
ひでみ,Hidemi
ひでみち,Hidemiti
ひでみつ,Hidemitu
ひでや,Hideya
ひでやす,Hideyasu
ひでゆき,Hideyuki
ひでよ,Hideyo
ひでよし,Hideyosi
ひでろう,Hiderô
ひとき,Hitoki
ひとし,Hitosi
ひとしげ,Hitosige
ひとは,Hitoha
ひとひさ,Hitohisa
ひとふさ,Hitohusa
ひとみ,Hitomi
ひな,Hina
ひなえ,Hinae
ひなか,Hinaka
ひなき,Hinaki
ひなぎく,Hinagiku
ひなこ,Hinako
ひなた,Hinata
ひなつ,Hinatu
ひなと,Hinato
ひなの,Hinano
ひなみ,Hinami
ひなり,Hinari
ひの,Hino
ひのみ,Hinomi
ひばり,Hibari
びばり,Bibari
ひびき,Hibiki
ひふみ,Hihumi
ひまり,Himari
ひまわり,Himawari
ひみか,Himika
ひめ,Hime
ひめか,Himeka
ひめこ,Himeko
ひめな,Himena
ひめの,Himeno
ひめゆり,Himeyuri
ひめり,Himeri
ひゆう,Hiyû
ひゅうか,Hyûka
ひゅうが,Hyûga
ひゅうき,Hyûki
ひゅうご,Hyûgo
ひゅうと,Hyûto
ひゅうま,Hyûma
ひよ,Hiyo
ひょうきち,Hyôkiti
ひょうすけ,Hyôsuke
ひょうま,Hyôma
ひよこ,Hiyoko
ひよな,Hiyona
ひより,Hiyori
ひらつぐ,Hiratugu
ひらまさ,Hiramasa
ひらり,Hirari
ひりゅう,Hiryû
ひろ,Hiro
ひろあき,Hiroaki
ひろいち,Hiroiti
ひろうみ,Hiroumi
ひろえ,Hiroe
ひろえつ,Hiroetu
ひろおき,Hirooki
ひろおみ,Hiroomi
ひろか,Hiroka
ひろかず,Hirokazu
ひろかつ,Hirokatu
ひろかど,Hirokado
ひろき,Hiroki
ひろきち,Hirokiti
ひろこ,Hiroko
ひろし,Hirosi
ひろじ,Hirozi
ひろすけ,Hirosuke
ひろぞう,Hirozô
ひろたか,Hirotaka
ひろたけ,Hirotake
ひろただ,Hirotada
ひろたつ,Hirotatu
ひろたろう,Hirotarô
ひろちか,Hirotika
ひろつぐ,Hirotugu
ひろつな,Hirotuna
ひろつね,Hirotune
ひろてる,Hiroteru
ひろと,Hiroto
ひろとし,Hirotosi
ひろとも,Hirotomo
ひろな,Hirona
ひろなお,Hironao
ひろなり,Hironari
ひろの,Hirono
ひろのしん,Hironosin
ひろのぶ,Hironobu
ひろのり,Hironori
ひろはる,Hiroharu
ひろひこ,Hirohiko
ひろひさ,Hirohisa
ひろひで,Hirohide
ひろひと,Hirohito
ひろひら,Hirohira
ひろふみ,Hirohumi
ひろぶみ,Hirobumi
ひろまさ,Hiromasa
ひろみ,Hiromi
ひろみち,Hiromiti
ひろみつ,Hiromitu
ひろむ,Hiromu
ひろや,Hiroya
ひろやす,Hiroyasu
ひろゆき,Hiroyuki
ひろよ,Hiroyo
ひろよし,Hiroyosi
ふう,Hû
ふうあ,Hûa
ふうか,Hûka
ふうが,Hûga
ふうき,Hûki
ふうきち,Hûkiti
ふうげん,Hûgen
ふうこ,Hûko
ふうご,Hûgo
ふうじ,Hûzi
ふうしろう,Hûsirô
ふうじん,Hûzin
ふうすけ,Hûsuke
ふうせい,Hûsei
ふうぞう,Hûzô
ふうた,Hûta
ふうだい,Hûdai
ふうたろう,Hûtarô
ふうと,Hûto
ふうな,Hûna
ふうま,Hûma
ふうまる,Hûmaru
ふうみ,Hûmi
ふうや,Hûya
ふうり,Hûri
ふうわ,Hûwa
ふき,Huki
ふきえ,Hukie
ふきこ,Hukiko
ふきよ,Hukiyo
ふくこ,Hukuko
ふくじろう,Hukuzirô
ふくぞう,Hukuzô
ふくたろう,Hukutarô
ふくと,Hukuto
ふくのり,Hukunori
ふくひさ,Hukuhisa
ふさえ,Husae
ふさお,Husao
ふさこ,Husako
ふさし,Husasi
ふさとし,Husatosi
ふさのり,Husanori
ふさふみ,Husahumi
ふさみ,Husami
ふさやす,Husayasu
ふさよ,Husayo
ふさよし,Husayosi
ふじこ,Huziko
ふじたろう,Huzitarô
ふじちか,Huzitika
ふじとも,Huzitomo
ふじはる,Huziharu
ふじひろ,Huzihiro
ふじまさ,Huzimasa
ふたば,Hutaba
ふちこ,Hutiko
ふとし,Hutosi
ふね,Hune
ふひと,Huhito
ふびと,Hubito
ふみ,Humi
ふみあき,Humiaki
ふみえ,Humie
ふみお,Humio
ふみか,Humika
ふみかず,Humikazu
ふみかつ,Humikatu
ふみき,Humiki
ふみこ,Humiko
ふみぞう,Humizô
ふみたか,Humitaka
ふみたけ,Humitake
ふみちか,Humitika
ふみつぐ,Humitugu
ふみと,Humito
ふみとし,Humitosi
ふみな,Humina
ふみなお,Huminao
ふみなり,Huminari
ふみの,Humino
ふみのぶ,Huminobu
ふみのり,Huminori
ふみはる,Humiharu
ふみひこ,Humihiko
ふみひさ,Humihisa
ふみひで,Humihide
ふみひと,Humihito
ふみひら,Humihira
ふみひろ,Humihiro
ふみほ,Humiho
ふみまさ,Humimasa
ふみや,Humiya
ふみやす,Humiyasu
ふみゆき,Humiyuki
ふみよ,Humiyo
ふみよし,Humiyosi
ふみを,Humio
ふゆ,Huyu
ふゆか,Huyuka
ふゆき,Huyuki
ふゆこ,Huyuko
ふゆな,Huyuna
ふゆの,Huyuno
ふゆひこ,Huyuhiko
ふゆひと,Huyuhito
ふゆみ,Huyumi
ふゆり,Huyuri
ふよう,Huyô
ぷりん,Purin
ふるたか,Hurutaka
ふるゆき,Huruyuki
ふれあ,Hurea
ふれんど,Hurendo
ふわこ,Huwako
ふわり,Huwari
ぶんいち,Bun'iti
ぶんご,Bungo
ぶんじ,Bunzi
ぶんしろう,Bunsirô
ぶんせい,Bunsei
ぶんた,Bunta
ぶんたろう,Buntarô
ぶんぺい,Bunpei
ぶんめい,Bunmei
へいくろう,Heikurô
へいざぶろう,Heizaburô
へいじ,Heizi
へいじゅうろう,Heizyûrô
へいしろう,Heisirô
へいすけ,Heisuke
へいぞう,Heizô
へいた,Heita
へいたろう,Heitarô
へいはち,Heihati
へいはちろう,Heihatirô
べが,Bega
へきる,Hekiru
ぺこ,Peko
べにか,Benika
べにこ,Beniko
べにまる,Benimaru
べる,Beru
へれん,Heren
べんけい,Benkei
べんまる,Benmaru
ほうこ,Hôko
ほうしょう,Hôsyô
ほうすけ,Hôsuke
ほうせい,Hôsei
ほうねん,Hônen
ほくと,Hokuto
ほしと,Hosito
ほしのすけ,Hosinosuke
ほしみ,Hosimi
